order_id,crm_deal_id,customer_id,sku,quantity,unit_price,currency,order_date,invoice_date,country_code,amount
ORD-00148,,CUST-0267,SKU-0008,8,487.56,EUR,2025-03-15,2025-03-20,FR,3900.48
ORD-00194,,CUST-0103,SKU-0016,20,247.38,EUR,2025-06-14,2025-06-18,DE,4947.6
ORD-00067,DEAL-00043,CUST-0070,SKU-0028,16,925.36,PLN,2025-10-20,2025-10-20,ES,14805.76
ORD-00254,,,SKU-0025,14,579.85,PLN,2025-12-16,2025-12-17,PL,8117.9
ORD-00136,,CUST-0012,SKU-0013,15,1025.51,EUR,2025-06-07,2025-06-12,PL,15382.65
ORD-00149,,CUST-0090,SKU-0021,9,138.39,USD,2025-10-30,2025-11-04,ES,1245.51
ORD-00176,,CUST-0244,SKU-0009,2,383.16,PLN,2025-12-21,2025-12-25,PL,766.32
ORD-00009,DEAL-00198,CUST-0298,SKU-0018,3,4900.47,PLN,2025-07-03,2025-07-06,ES,14701.41
ORD-00121,DEAL-91758,CUST-0269,SKU-0016,11,462.61,PLN,2025-11-25,2025-11-29,IT,5088.71
ORD-00193,,CUST-0169,SKU-0015,13,531.71,EUR,2025-11-14,2025-11-17,ES,6912.23
ORD-00062,DEAL-00137,CUST-0191,SKU-0015,5,4602.15,PLN,2025-10-12,2025-10-14,PL,23010.75
ORD-00171,,CUST-0077,SKU-0008,6,205.17,PLN,2025-02-19,2025-02-23,IT,1231.02
ORD-00270,,CUST-0160,SKU-0011,13,149.94,PLN,2025-08-27,2025-08-29,IT,1949.22
ORD-00036,DEAL-00003,CUST-0071,SKU-0002,4,286.49,USD,2025-09-18,2025-09-19,DE,1145.96
ORD-00014,DEAL-00144,CUST-0210,SKU-0025,12,1217.31,USD,2025-06-04,2025-06-07,DE,14607.72
ORD-00239,,CUST-0064,SKU-0030,2,194.38,PLN,2025-08-24,2025-08-24,ES,388.76
ORD-00191,,CUST-0040,SKU-0012,14,450.14,EUR,2025-06-03,2025-06-06,DE,6301.96
ORD-00002,DEAL-00101,CUST-0075,SKU-0009,5,1436.45,USD,2025-09-26,2025-09-26,ES,7182.25
ORD-00086,DEAL-00053,CUST-0238,SKU-0007,15,1619.29,USD,2025-03-11,2025-03-14,IT,24289.35
ORD-00019,DEAL-00151,CUST-0193,SKU-0021,3,824.14,USD,2025-07-25,2025-07-29,FR,2472.42
ORD-00257,,CUST-0079,SKU-0009,3,978.78,PLN,2025-10-03,2025-10-07,FR,2936.34
ORD-00091,DEAL-00150,CUST-0168,SKU-0030,14,167.88,PLN,2025-12-03,2025-12-04,FR,2350.32
ORD-00179,,CUST-0277,SKU-0011,8,871.71,EUR,2025-07-19,2025-07-24,DE,6973.68
ORD-00202,,CUST-0182,SKU-0006,4,1164.98,USD,2025-12-03,2025-12-08,IT,4659.92
ORD-00182,,CUST-0117,SKU-0012,9,1186.14,USD,2025-08-19,2025-08-22,ES,10675.26
ORD-00053,DEAL-00099,CUST-0226,SKU-0029,12,1762.88,PLN,2025-06-27,2025-06-30,PL,21154.56
ORD-00152,,CUST-0074,SKU-0026,8,1281.54,EUR,2025-06-03,2025-06-08,PL,10252.32
ORD-00032,DEAL-00108,CUST-0231,SKU-0029,3,5547.05,EUR,2025-05-06,2025-05-08,IT,16641.15
ORD-00046,DEAL-00035,,SKU-0025,12,554.87,EUR,2025-05-24,2025-05-29,ES,6658.44
ORD-00204,,CUST-0262,SKU-0024,4,65.29,USD,2025-05-13,2025-05-14,IT,261.16
ORD-00111,DEAL-95804,CUST-0143,SKU-0018,9,934.61,EUR,2025-04-09,2025-04-10,DE,8411.49
ORD-00168,,CUST-0031,SKU-0020,1,367.14,USD,2025-08-22,2025-08-24,IT,367.14
ORD-00123,,CUST-0291,SKU-0022,6,70.42,PLN,2025-06-22,2025-06-24,DE,422.52
ORD-00159,,CUST-0274,SKU-0021,11,1174.5,EUR,2025-07-14,2025-07-17,FR,12919.5
ORD-00096,DEAL-00177,CUST-0206,SKU-0002,13,1601.23,PLN,2025-05-26,2025-05-26,ES,20815.99
ORD-00200,,CUST-0299,SKU-0013,3,701.15,USD,2025-11-03,2025-11-06,IT,2103.45
ORD-00233,,CUST-0251,SKU-0005,8,1154.14,USD,2025-12-13,2025-12-16,FR,9233.12
ORD-00249,,CUST-0220,SKU-0011,4,904.88,PLN,2025-07-16,2025-07-18,DE,3619.52
ORD-00198,,CUST-0036,SKU-0027,7,685.76,EUR,2025-05-30,2025-06-04,ES,4800.32
ORD-00205,,CUST-0192,SKU-0013,19,1047.11,EUR,2025-04-24,2025-04-27,IT,19895.09
ORD-00008,DEAL-00047,CUST-0147,SKU-0003,2,1871.16,EUR,2025-09-17,2025-09-19,DE,3742.32
ORD-00081,DEAL-00175,CUST-0022,SKU-0027,20,497.8,PLN,2025-10-05,2025-10-09,IT,9956.0
ORD-00054,DEAL-00136,CUST-0255,SKU-0012,11,1746.06,USD,2025-07-06,2025-07-09,PL,19206.66
ORD-00003,DEAL-00031,CUST-0039,SKU-0006,20,600.37,USD,2025-10-21,2025-10-26,ES,12007.4
ORD-00178,,CUST-0040,SKU-0010,7,901.2,PLN,2025-12-31,2026-01-03,IT,6308.4
ORD-00103,DEAL-00089,CUST-0189,SKU-0011,10,1936.28,PLN,2025-01-17,2025-01-17,DE,19362.8
ORD-00226,,CUST-0112,SKU-0014,2,1152.01,PLN,2025-08-14,2025-08-18,DE,2304.02
ORD-00155,,CUST-0138,SKU-0013,18,1100.65,USD,2025-04-08,2025-04-08,IT,19811.7
ORD-00134,,CUST-0047,SKU-0029,4,1036.43,USD,2025-10-26,2025-10-29,ES,4145.72
ORD-00069,DEAL-00147,CUST-0081,SKU-0023,3,7603.07,USD,2025-09-02,2025-09-04,DE,22809.21
ORD-00064,DEAL-00185,CUST-0014,SKU-0024,9,197.46,EUR,2025-04-01,2025-04-01,IT,1777.14
ORD-00173,,CUST-0154,SKU-0022,15,869.25,PLN,2025-12-23,2025-12-24,PL,13038.75
ORD-00029,DEAL-00065,CUST-0271,SKU-0014,10,992.97,PLN,2025-09-22,2025-09-26,FR,9929.7
ORD-00083,DEAL-00095,CUST-0016,SKU-0016,19,1274.14,PLN,2025-03-03,2025-03-07,FR,24208.66
ORD-00104,DEAL-00081,CUST-0014,SKU-0020,19,447.53,EUR,2025-05-05,2025-05-10,DE,8503.07
ORD-00248,,CUST-0045,SKU-0029,14,943.31,PLN,2025-08-15,2025-08-16,DE,13206.34
ORD-00105,DEAL-00074,CUST-0027,SKU-0019,19,63.77,PLN,2025-04-13,2025-04-18,IT,1211.63
ORD-00034,DEAL-00200,CUST-0203,SKU-0017,1,24303.06,USD,2025-08-11,2025-08-11,IT,24303.06
ORD-00265,,CUST-0189,SKU-0006,12,130.39,EUR,2025-10-18,2025-10-19,PL,1564.68
ORD-00219,,CUST-0250,SKU-0021,5,883.47,USD,2025-08-05,2025-08-06,DE,4417.35
ORD-00070,DEAL-00157,CUST-0115,SKU-0004,6,1125.1,USD,2025-08-27,2025-08-31,ES,6750.6
ORD-00122,DEAL-97668,CUST-0084,SKU-0024,9,329.58,EUR,2025-02-27,2025-03-01,FR,2966.22
ORD-00106,DEAL-00041,CUST-0125,SKU-0002,20,694.9,EUR,2025-10-30,2025-10-31,PL,13898.0
ORD-00236,,CUST-0033,SKU-0026,15,970.52,USD,2025-12-24,2025-12-26,ES,14557.8
ORD-00166,,CUST-0031,SKU-0017,6,1379.5,PLN,2025-10-05,2025-10-10,PL,8277.0
ORD-00259,,CUST-0123,SKU-0002,3,499.75,PLN,2025-08-12,2025-08-17,PL,1499.25
ORD-00026,DEAL-00015,CUST-0146,SKU-0025,8,1778.51,USD,2025-05-10,2025-05-14,IT,14228.08
ORD-00217,,CUST-0161,SKU-0004,20,905.74,PLN,2025-12-11,2025-12-12,FR,18114.8
ORD-00220,,CUST-0096,SKU-0011,18,291.96,EUR,2025-05-28,2025-05-29,IT,5255.28
ORD-00156,,CUST-0287,SKU-0007,20,107.34,EUR,2025-02-07,2025-02-08,DE,2146.8
ORD-00218,,CUST-0262,SKU-0013,4,315.41,EUR,2025-12-22,2025-12-23,IT,1261.64
ORD-00145,,CUST-0025,SKU-0008,4,911.22,USD,2025-08-17,2025-08-21,PL,3644.88
ORD-00098,DEAL-00138,,SKU-0013,20,1220.12,USD,2025-11-19,2025-11-20,FR,24402.4
ORD-00055,DEAL-00170,CUST-0218,SKU-0003,17,414.03,PLN,2025-07-24,2025-07-24,FR,7038.51
ORD-00203,,CUST-0205,SKU-0025,2,866.67,EUR,2025-11-27,2025-12-02,ES,1733.34
ORD-00237,,CUST-0138,SKU-0011,7,1453.79,EUR,2025-04-19,2025-04-22,FR,10176.53
ORD-00110,DEAL-00005,CUST-0176,SKU-0018,6,557.14,EUR,2025-04-24,2025-04-28,FR,3342.84
ORD-00011,DEAL-00062,CUST-0231,SKU-0004,17,536.6,EUR,2025-02-06,2025-02-06,IT,9122.2
ORD-00252,,CUST-0198,SKU-0004,2,1186.51,PLN,2025-05-03,2025-05-06,ES,2373.02
ORD-00157,,CUST-0098,SKU-0024,11,489.62,PLN,2025-01-08,2025-01-09,ES,5385.82
ORD-00244,,CUST-0062,SKU-0028,15,63.47,EUR,2025-12-23,2025-12-25,DE,952.05
ORD-00195,,CUST-0252,SKU-0019,13,1454.65,PLN,2025-05-30,2025-06-04,FR,18910.45
ORD-00097,DEAL-00066,CUST-0259,SKU-0015,10,1161.63,PLN,2025-08-12,2025-08-15,FR,11616.3
ORD-00126,,CUST-0169,SKU-0010,9,606.18,USD,2025-08-17,2025-08-19,IT,5455.62
ORD-00169,,CUST-0273,SKU-0018,16,1005.96,EUR,2025-01-09,2025-01-09,PL,16095.36
ORD-00030,DEAL-00018,CUST-0027,SKU-0021,7,960.25,USD,2025-08-29,2025-08-31,PL,6721.75
ORD-00088,DEAL-00129,CUST-0190,SKU-0017,12,1252.48,USD,2025-12-15,2025-12-16,IT,15029.76
ORD-00158,,CUST-0204,SKU-0030,8,1058.66,PLN,2025-12-27,2025-12-28,IT,8469.28
ORD-00153,,CUST-0272,SKU-0005,18,648.38,EUR,2025-08-02,2025-08-06,DE,11670.84
ORD-00059,DEAL-00076,CUST-0208,SKU-0012,9,1859.84,PLN,2025-05-05,2025-05-05,ES,16738.56
ORD-00048,DEAL-00161,CUST-0246,SKU-0021,6,172.36,EUR,2025-12-28,2026-01-02,FR,1034.16
ORD-00127,,CUST-0121,SKU-0002,1,429.25,USD,2025-07-04,2025-07-09,PL,429.25
ORD-00066,DEAL-00077,CUST-0147,SKU-0023,15,796.45,USD,2025-12-24,2025-12-28,PL,11946.75
ORD-00258,,CUST-0275,SKU-0011,3,791.39,EUR,2025-04-15,2025-04-16,IT,2374.17
ORD-00131,,CUST-0042,SKU-0017,18,1212.89,EUR,2025-04-22,2025-04-23,IT,21832.02
ORD-00229,,CUST-0106,SKU-0026,14,290.67,PLN,2025-03-13,2025-03-14,IT,4069.38
ORD-00065,DEAL-00199,CUST-0061,SKU-0009,17,1239.91,EUR,2025-02-28,2025-03-04,FR,21078.47
ORD-00015,DEAL-00023,CUST-0172,SKU-0003,20,1159.39,PLN,2025-01-10,2025-01-15,DE,23187.8
ORD-00174,,CUST-0244,SKU-0002,3,637.65,USD,2025-07-13,2025-07-17,PL,1912.95
ORD-00050,DEAL-00148,CUST-0162,SKU-0030,2,6376.61,PLN,2025-01-20,2025-01-20,PL,12753.22
ORD-00181,,CUST-0204,SKU-0025,11,927.49,EUR,2025-11-11,2025-11-15,PL,10202.39
ORD-00139,,CUST-0192,SKU-0029,5,1160.45,EUR,2025-11-27,2025-11-30,ES,5802.25
ORD-00138,,CUST-0017,SKU-0010,2,1405.15,EUR,2025-02-05,2025-02-08,DE,2810.3
ORD-00147,,CUST-0296,SKU-0020,8,1232.89,USD,2025-10-22,2025-10-24,FR,9863.12
ORD-00095,DEAL-00117,CUST-0069,SKU-0029,1,2007.73,USD,2025-11-19,2025-11-22,PL,2007.73
ORD-00057,DEAL-00155,CUST-0219,SKU-0006,10,646.05,PLN,2025-08-11,2025-08-14,DE,6460.5
ORD-00058,DEAL-00173,CUST-0181,SKU-0020,12,1730.25,USD,2025-02-05,2025-02-05,ES,20763.0
ORD-00264,,CUST-0040,SKU-0016,9,1082.87,EUR,2025-10-23,2025-10-28,IT,9745.83
ORD-00180,,CUST-0051,SKU-0014,3,776.15,PLN,2025-06-27,2025-06-27,PL,2328.45
ORD-00089,DEAL-00193,CUST-0063,SKU-0009,11,801.33,EUR,2025-04-28,2025-05-01,ES,8814.63
ORD-00234,,CUST-0048,SKU-0013,14,594.0,USD,2025-02-08,2025-02-13,FR,8316.0
ORD-00023,DEAL-00174,CUST-0173,SKU-0029,4,1972.41,PLN,2025-01-24,2025-01-29,PL,7889.64
ORD-00207,,CUST-0160,SKU-0011,4,1255.41,EUR,2025-03-14,2025-03-16,DE,5021.64
ORD-00092,DEAL-00028,CUST-0240,SKU-0016,6,184.11,EUR,2025-02-05,2025-02-09,IT,-1104.66
ORD-00215,,CUST-0199,SKU-0020,17,1450.58,EUR,2025-06-10,2025-06-14,IT,24659.86
ORD-00192,,CUST-0055,SKU-0005,16,911.02,EUR,2025-04-11,2025-04-14,PL,14576.32
ORD-00084,DEAL-00082,CUST-0155,SKU-0016,18,138.52,USD,2025-06-15,2025-06-20,ES,2493.36
ORD-00261,,CUST-0006,SKU-0006,4,68.36,EUR,2025-03-12,2025-03-17,FR,273.44
ORD-00073,DEAL-00114,CUST-0246,SKU-0017,3,2572.07,USD,2025-01-30,2025-02-02,PL,7716.21
ORD-00247,,CUST-0180,SKU-0024,1,934.96,PLN,2025-03-26,2025-03-29,DE,934.96
ORD-00025,DEAL-00162,CUST-0225,SKU-0002,20,1225.73,USD,2025-12-19,2025-12-24,FR,24514.6
ORD-00039,DEAL-00039,CUST-0148,SKU-0008,20,1235.67,USD,2025-12-26,2025-12-26,DE,-24713.4
ORD-00266,,CUST-0261,SKU-0001,19,1027.47,PLN,2025-03-01,2025-03-02,PL,19521.93
ORD-00028,DEAL-00067,CUST-0293,SKU-0015,16,994.63,EUR,2025-12-08,2025-12-10,FR,15914.08
ORD-00052,DEAL-00096,CUST-0170,SKU-0009,10,2363.53,EUR,2025-07-14,2025-07-14,IT,23635.3
ORD-00119,DEAL-91465,CUST-0214,SKU-0029,19,386.72,PLN,2025-01-20,2025-01-21,PL,7347.68
ORD-00223,,CUST-0113,SKU-0010,16,292.52,PLN,2025-10-17,2025-10-17,FR,4680.32
ORD-00116,DEAL-99614,CUST-0116,SKU-0021,8,401.56,PLN,2025-12-09,2025-12-13,PL,3212.48
ORD-00020,DEAL-00092,CUST-0217,SKU-0017,5,3304.87,PLN,2025-06-29,2025-07-04,PL,16524.35
ORD-00238,,CUST-0176,SKU-0029,18,888.0,USD,2025-10-17,2025-10-20,PL,15984.0
ORD-00094,DEAL-00016,CUST-0254,SKU-0020,2,5409.73,PLN,2025-04-23,2025-04-25,PL,10819.46
ORD-00060,DEAL-00107,CUST-0225,SKU-0002,6,3322.01,EUR,2025-09-09,2025-09-10,DE,19932.06
ORD-00038,DEAL-00004,CUST-0111,SKU-0027,3,6378.27,PLN,2025-05-23,2025-05-25,FR,19134.81
ORD-00001,DEAL-00052,CUST-0180,SKU-0024,4,3976.02,PLN,2025-01-28,2025-01-30,PL,15904.08
ORD-00251,,CUST-0097,SKU-0024,10,347.9,EUR,2025-11-07,2025-11-11,FR,3479.0
ORD-00222,,CUST-0252,SKU-0014,17,996.95,USD,2025-07-29,2025-08-03,ES,16948.15
ORD-00246,,CUST-0074,SKU-0003,10,248.84,USD,2025-03-10,2025-03-15,IT,2488.4
ORD-00160,,CUST-0051,SKU-0026,9,571.48,USD,2025-09-12,2025-09-15,ES,5143.32
ORD-00216,,CUST-0089,SKU-0027,4,554.49,USD,2025-08-23,2025-08-27,FR,2217.96
ORD-00146,,CUST-0029,SKU-0005,13,686.5,USD,2025-10-04,2025-10-05,FR,8924.5
ORD-00056,DEAL-00024,CUST-0053,SKU-0003,6,432.48,PLN,2025-10-20,2025-10-22,IT,2594.88
ORD-00190,,CUST-0253,SKU-0005,6,251.32,PLN,2025-06-04,2025-06-06,DE,1507.92
ORD-00075,DEAL-00186,CUST-0283,SKU-0021,15,759.0,EUR,2025-02-04,2025-02-05,ES,11385.0
ORD-00175,,CUST-0170,SKU-0019,6,169.89,PLN,2025-08-11,2025-08-16,IT,1019.34
ORD-00228,,CUST-0180,SKU-0028,4,1174.67,USD,2025-05-02,2025-05-03,IT,4698.68
ORD-00227,,CUST-0135,SKU-0012,10,1318.47,PLN,2025-01-17,2025-01-20,ES,13184.7
ORD-00209,,CUST-0059,SKU-0001,11,147.4,EUR,2025-01-23,2025-01-28,PL,1621.4
ORD-00241,,CUST-0185,SKU-0009,6,1317.91,PLN,2025-05-21,2025-05-21,FR,7907.46
ORD-00243,,CUST-0068,SKU-0019,4,51.58,PLN,2025-09-02,2025-09-02,IT,206.32
ORD-00165,,CUST-0072,SKU-0024,15,293.94,USD,2025-06-30,2025-07-01,ES,4409.1
ORD-00268,,CUST-0164,SKU-0009,14,375.55,PLN,2025-05-08,2025-05-11,IT,5257.7
ORD-00242,,CUST-0120,SKU-0014,6,125.09,USD,2025-11-17,2025-11-19,PL,750.54
ORD-00041,DEAL-00032,CUST-0264,SKU-0019,16,685.92,USD,2025-02-19,2025-02-24,ES,10974.72
ORD-00108,DEAL-00143,CUST-0032,SKU-0023,20,1015.0,EUR,2025-08-04,2025-08-09,PL,20300.0
ORD-00133,,CUST-0168,SKU-0028,7,880.42,USD,2025-03-18,2025-03-19,ES,6162.94
ORD-00135,,CUST-0234,SKU-0019,2,707.48,PLN,2025-09-20,2025-09-23,IT,1414.96
ORD-00013,DEAL-00070,CUST-0268,SKU-0020,15,1388.05,USD,2025-07-30,2025-08-03,DE,20820.75
ORD-00113,DEAL-99183,CUST-0279,SKU-0013,9,467.29,EUR,2025-10-21,2025-10-26,FR,4205.61
ORD-00189,,CUST-0267,SKU-0006,18,1362.55,USD,2025-05-05,2025-05-09,ES,24525.9
ORD-00114,DEAL-92399,CUST-0227,SKU-0021,10,111.0,EUR,2025-02-10,2025-02-12,ES,1110.0
ORD-00107,DEAL-00102,CUST-0078,SKU-0014,15,510.42,EUR,2025-11-02,2025-11-05,FR,7656.3
ORD-00225,,CUST-0279,SKU-0027,17,214.16,EUR,2025-02-28,2025-03-02,IT,3640.72
ORD-00172,,CUST-0204,SKU-0003,17,416.01,EUR,2025-07-01,2025-07-03,ES,7072.17
ORD-00208,,CUST-0225,SKU-0024,17,750.24,USD,2025-09-01,2025-09-01,ES,12754.08
ORD-00269,,CUST-0092,SKU-0008,12,223.13,USD,2025-12-11,2025-12-11,PL,2677.56
ORD-00061,DEAL-00091,CUST-0197,SKU-0019,8,2599.83,EUR,2025-08-06,2025-08-08,IT,20798.64
ORD-00115,DEAL-93505,CUST-0140,SKU-0005,7,1250.53,PLN,2025-05-19,2025-05-23,IT,8753.71
ORD-00271,,CUST-0289,SKU-0026,15,61.56,EUR,2025-04-13,2025-04-15,IT,923.4
ORD-00163,,CUST-0292,SKU-0027,5,334.48,PLN,2025-04-28,2025-05-01,ES,1672.4
ORD-00140,,CUST-0277,SKU-0005,13,594.69,USD,2025-12-16,2025-12-21,FR,7730.97
ORD-00037,DEAL-00122,CUST-0241,SKU-0015,16,936.51,USD,2025-08-20,2025-08-25,DE,14984.16
ORD-00167,,CUST-0119,SKU-0003,2,1158.29,USD,2025-07-31,2025-08-01,DE,2316.58
ORD-00151,,CUST-0095,SKU-0025,14,641.98,USD,2025-06-03,2025-06-06,ES,8987.72
ORD-00042,DEAL-00055,CUST-0001,SKU-0020,5,2792.88,USD,2025-07-11,2025-07-14,PL,13964.4
ORD-00076,DEAL-00022,CUST-0029,SKU-0027,5,4780.53,USD,2025-03-27,2025-03-31,IT,23902.65
ORD-00260,,CUST-0029,SKU-0010,14,218.18,USD,2025-11-10,2025-11-14,DE,-3054.52
ORD-00007,DEAL-00182,CUST-0038,SKU-0010,2,9692.14,EUR,2025-05-02,2025-05-06,FR,19384.28
ORD-00184,,CUST-0079,SKU-0013,8,1084.01,USD,2025-02-12,2025-02-14,DE,8672.08
ORD-00021,DEAL-00197,CUST-0110,SKU-0011,12,1809.01,EUR,2025-12-09,2025-12-10,FR,21708.12
ORD-00102,DEAL-00187,CUST-0261,SKU-0018,10,2286.24,PLN,2025-11-13,2025-11-17,ES,22862.4
ORD-00262,,CUST-0191,SKU-0005,17,799.97,USD,2025-05-13,2025-05-14,FR,13599.49
ORD-00071,DEAL-00125,CUST-0014,SKU-0012,5,838.1,USD,2025-04-27,2025-04-30,PL,4190.5
ORD-00211,,CUST-0208,SKU-0021,18,668.24,PLN,2025-08-25,2025-08-26,DE,12028.32
ORD-00005,DEAL-00181,CUST-0162,SKU-0005,19,291.98,USD,2025-03-08,2025-03-13,IT,5547.62
ORD-00176,,CUST-0244,SKU-0009,2,383.16,PLN,2025-12-21,2025-12-25,PL,766.32
ORD-00232,,CUST-0068,SKU-0008,9,1307.22,PLN,2025-03-06,2025-03-11,FR,11764.98
ORD-00049,DEAL-00164,CUST-0235,SKU-0002,5,4181.11,USD,2025-12-04,2025-12-09,PL,20905.55
ORD-00117,DEAL-91641,CUST-0071,SKU-0001,14,528.93,USD,2025-08-30,2025-08-30,DE,7405.02
ORD-00187,,CUST-0182,SKU-0018,17,641.66,PLN,2025-01-14,2025-01-14,IT,10908.22
ORD-00093,DEAL-00010,CUST-0235,SKU-0008,3,2697.8,USD,2025-04-21,2025-04-25,IT,8093.4
ORD-00272,,CUST-0101,SKU-0024,8,722.69,USD,2025-10-30,2025-11-02,DE,5781.52
ORD-00212,,CUST-0231,SKU-0019,14,623.59,EUR,2025-11-11,2025-11-12,ES,8730.26
ORD-00255,,CUST-0021,SKU-0030,19,147.92,PLN,2025-05-15,2025-05-16,ES,2810.48
ORD-00079,DEAL-00128,CUST-0156,SKU-0020,7,2620.04,EUR,2025-01-23,2025-01-24,PL,18340.28
ORD-00177,,CUST-0017,SKU-0006,9,1354.0,EUR,2025-10-16,2025-10-21,PL,12186.0
ORD-00240,,CUST-0068,SKU-0029,15,50.98,USD,2025-08-08,2025-08-09,FR,764.7
ORD-00197,,CUST-0282,SKU-0001,19,1496.03,USD,2025-04-03,2025-04-08,ES,28424.57
ORD-00120,DEAL-96504,CUST-0005,SKU-0010,16,320.15,USD,2025-05-29,2025-05-29,IT,5122.4
ORD-00206,,CUST-0054,SKU-0010,17,268.58,EUR,2025-01-13,2025-01-16,PL,4565.86
