sku_id,sku_code,product_name,category,unit_cost,unit_price,weight_kg,abc_class,supplier_id,created_at
56,SKU-0056,Beauty Product 0056,Beauty,41.85,119.57,0.206,C,7,2023-01-01
57,SKU-0057,Home & Garden Product 0057,Home & Garden,15.59,34.65,3.308,C,1,2023-01-01
58,SKU-0058,Sports Product 0058,Sports,166.69,333.37,0.496,C,6,2023-01-01
59,SKU-0059,Sports Product 0059,Sports,145.12,290.24,1.419,B,12,2023-01-01
60,SKU-0060,Beauty Product 0060,Beauty,50.81,145.17,0.172,C,13,2023-01-01
61,SKU-0061,Beauty Product 0061,Beauty,41.46,118.45,0.259,C,14,2023-01-01
62,SKU-0062,Beauty Product 0062,Beauty,16.65,47.58,0.433,A,14,2023-01-01
63,SKU-0063,Electronics Product 0063,Electronics,142.56,259.2,1.182,C,13,2023-01-01
64,SKU-0064,Sports Product 0064,Sports,119.34,238.69,2.071,B,6,2023-01-01
65,SKU-0065,Electronics Product 0065,Electronics,231.4,420.73,0.88,B,8,2023-01-01
66,SKU-0066,Clothing Product 0066,Clothing,33.55,83.87,0.281,B,5,2023-01-01
67,SKU-0067,Beauty Product 0067,Beauty,37.86,108.17,0.174,C,1,2023-01-01
68,SKU-0068,Beauty Product 0068,Beauty,49.96,142.73,0.089,C,12,2023-01-01
69,SKU-0069,Sports Product 0069,Sports,104.11,208.22,2.323,B,12,2023-01-01
70,SKU-0070,Sports Product 0070,Sports,133.6,267.21,1.574,B,13,2023-01-01
71,SKU-0071,Electronics Product 0071,Electronics,65.88,119.79,0.632,B,12,2023-01-01
72,SKU-0072,Clothing Product 0072,Clothing,30.05,75.12,0.507,B,8,2023-01-01
73,SKU-0073,Beauty Product 0073,Beauty,29.52,84.33,0.241,A,12,2023-01-01
74,SKU-0074,Beauty Product 0074,Beauty,19.71,56.31,0.366,B,5,2023-01-01
75,SKU-0075,Home & Garden Product 0075,Home & Garden,38.99,86.65,0.779,A,4,2023-01-01
76,SKU-0076,Home & Garden Product 0076,Home & Garden,22.08,49.07,2.772,C,13,2023-01-01
77,SKU-0077,Clothing Product 0077,Clothing,21.79,54.48,0.617,B,5,2023-01-01
78,SKU-0078,Beauty Product 0078,Beauty,51.35,146.72,0.286,A,5,2023-01-01
79,SKU-0079,Electronics Product 0079,Electronics,370.96,674.47,0.811,B,6,2023-01-01
80,SKU-0080,Clothing Product 0080,Clothing,29.76,74.41,0.596,C,3,2023-01-01
81,SKU-0081,Home & Garden Product 0081,Home & Garden,12.59,27.97,0.462,B,5,2023-01-01
82,SKU-0082,Clothing Product 0082,Clothing,53.93,134.82,0.627,B,2,2023-01-01
83,SKU-0083,Electronics Product 0083,Electronics,264.3,480.55,1.227,C,8,2023-01-01
84,SKU-0084,Home & Garden Product 0084,Home & Garden,30.39,67.54,0.447,B,14,2023-01-01
85,SKU-0085,Sports Product 0085,Sports,33.89,67.78,0.383,B,8,2023-01-01
86,SKU-0086,Electronics Product 0086,Electronics,265.52,482.77,1.747,B,3,2023-01-01
87,SKU-0087,Clothing Product 0087,Clothing,66.4,166.01,0.764,A,2,2023-01-01
88,SKU-0088,Clothing Product 0088,Clothing,16.53,41.32,0.635,C,10,2023-01-01
89,SKU-0089,Beauty Product 0089,Beauty,42.24,120.7,0.152,A,9,2023-01-01
90,SKU-0090,Sports Product 0090,Sports,96.97,193.94,1.44,C,14,2023-01-01
91,SKU-0091,Beauty Product 0091,Beauty,52.01,148.6,0.187,C,10,2023-01-01
92,SKU-0092,Electronics Product 0092,Electronics,278.97,507.22,1.876,A,13,2023-01-01
93,SKU-0093,Clothing Product 0093,Clothing,53.04,132.59,0.285,C,2,2023-01-01
94,SKU-0094,Clothing Product 0094,Clothing,25.27,63.18,0.486,B,3,2023-01-01
95,SKU-0095,Electronics Product 0095,Electronics,196.01,356.39,1.754,C,8,2023-01-01
96,SKU-0096,Home & Garden Product 0096,Home & Garden,10.94,24.3,1.583,C,5,2023-01-01
97,SKU-0097,Sports Product 0097,Sports,25.84,51.69,0.854,B,5,2023-01-01
98,SKU-0098,Beauty Product 0098,Beauty,35.9,102.57,0.47,A,7,2023-01-01
99,SKU-0099,Electronics Product 0099,Electronics,252.13,458.42,1.654,C,15,2023-01-01
100,SKU-0100,Home & Garden Product 0100,Home & Garden,112.77,250.59,0.543,C,3,2023-01-01
101,SKU-0101,Home & Garden Product 0101,Home & Garden,83.07,184.59,4.156,B,15,2023-01-01
102,SKU-0102,Home & Garden Product 0102,Home & Garden,63.07,140.16,2.45,B,5,2023-01-01
103,SKU-0103,Sports Product 0103,Sports,189.25,378.5,1.601,B,8,2023-01-01
104,SKU-0104,Sports Product 0104,Sports,27.59,55.17,0.312,B,7,2023-01-01
105,SKU-0105,Home & Garden Product 0105,Home & Garden,84.18,187.06,0.324,C,4,2023-01-01
106,SKU-0106,Beauty Product 0106,Beauty,32.27,92.2,0.059,C,13,2023-01-01
107,SKU-0107,Home & Garden Product 0107,Home & Garden,80.65,179.23,3.863,B,3,2023-01-01
108,SKU-0108,Sports Product 0108,Sports,109.81,219.61,1.438,B,5,2023-01-01
109,SKU-0109,Clothing Product 0109,Clothing,79.78,199.45,0.405,C,14,2023-01-01
110,SKU-0110,Sports Product 0110,Sports,194.2,388.4,1.516,C,7,2023-01-01
111,SKU-0111,Home & Garden Product 0111,Home & Garden,47.93,106.5,0.702,B,3,2023-01-01
112,SKU-0112,Home & Garden Product 0112,Home & Garden,59.54,132.32,2.578,B,11,2023-01-01
113,SKU-0113,Sports Product 0113,Sports,165.04,330.09,1.74,B,8,2023-01-01
114,SKU-0114,Electronics Product 0114,Electronics,157.24,285.89,0.876,A,13,2023-01-01
115,SKU-0115,Sports Product 0115,Sports,174.67,349.34,2.51,A,1,2023-01-01
116,SKU-0116,Beauty Product 0116,Beauty,26.14,74.68,0.074,B,9,2023-01-01
117,SKU-0117,Home & Garden Product 0117,Home & Garden,86.6,192.45,2.593,C,8,2023-01-01
118,SKU-0118,Electronics Product 0118,Electronics,111.47,202.67,1.418,C,15,2023-01-01
119,SKU-0119,Home & Garden Product 0119,Home & Garden,62.94,139.86,3.552,C,2,2023-01-01
120,SKU-0120,Electronics Product 0120,Electronics,428.92,779.86,1.561,C,4,2023-01-01
121,SKU-0121,Clothing Product 0121,Clothing,30.38,75.94,0.11,B,7,2023-01-01
122,SKU-0122,Electronics Product 0122,Electronics,120.19,218.53,2.119,C,2,2023-01-01
123,SKU-0123,Sports Product 0123,Sports,190.07,380.15,2.014,C,3,2023-01-01
124,SKU-0124,Sports Product 0124,Sports,187.37,374.74,1.017,C,12,2023-01-01
125,SKU-0125,Home & Garden Product 0125,Home & Garden,60.03,133.41,2.516,B,8,2023-01-01
126,SKU-0126,Clothing Product 0126,Clothing,40.89,102.22,0.201,C,4,2023-01-01
127,SKU-0127,Beauty Product 0127,Beauty,28.4,81.15,0.446,C,14,2023-01-01
128,SKU-0128,Electronics Product 0128,Electronics,141.45,257.19,1.996,A,7,2023-01-01
129,SKU-0129,Home & Garden Product 0129,Home & Garden,126.57,281.26,2.637,B,14,2023-01-01
130,SKU-0130,Electronics Product 0130,Electronics,144.17,262.13,0.817,A,10,2023-01-01
131,SKU-0131,Beauty Product 0131,Beauty,52.45,149.85,0.27,C,3,2023-01-01
132,SKU-0132,Sports Product 0132,Sports,113.48,226.97,1.166,C,9,2023-01-01
133,SKU-0133,Beauty Product 0133,Beauty,21.98,62.81,0.47,C,14,2023-01-01
134,SKU-0134,Clothing Product 0134,Clothing,78.62,196.54,0.267,C,7,2023-01-01
135,SKU-0135,Clothing Product 0135,Clothing,69.63,174.08,0.388,C,6,2023-01-01
136,SKU-0136,Sports Product 0136,Sports,144.73,289.46,2.472,A,7,2023-01-01
137,SKU-0137,Clothing Product 0137,Clothing,43.66,109.16,0.126,C,9,2023-01-01
138,SKU-0138,Beauty Product 0138,Beauty,19.77,56.48,0.095,C,14,2023-01-01
139,SKU-0139,Sports Product 0139,Sports,31.2,62.39,2.749,C,1,2023-01-01
140,SKU-0140,Clothing Product 0140,Clothing,37.52,93.8,0.558,A,3,2023-01-01
141,SKU-0141,Electronics Product 0141,Electronics,221.17,402.12,2.426,B,6,2023-01-01
142,SKU-0142,Beauty Product 0142,Beauty,37.44,106.98,0.342,C,14,2023-01-01
143,SKU-0143,Home & Garden Product 0143,Home & Garden,116.06,257.92,4.325,C,7,2023-01-01
144,SKU-0144,Home & Garden Product 0144,Home & Garden,87.14,193.64,4.46,A,8,2023-01-01
145,SKU-0145,Beauty Product 0145,Beauty,5.26,15.03,0.081,A,11,2023-01-01
146,SKU-0146,Home & Garden Product 0146,Home & Garden,134.67,299.27,3.784,A,7,2023-01-01
147,SKU-0147,Electronics Product 0147,Electronics,341.15,620.28,1.789,C,2,2023-01-01
148,SKU-0148,Sports Product 0148,Sports,43.7,87.39,1.039,A,1,2023-01-01
149,SKU-0149,Electronics Product 0149,Electronics,161.3,293.28,0.235,B,6,2023-01-01
150,SKU-0150,Home & Garden Product 0150,Home & Garden,61.99,137.75,1.372,B,7,2023-01-01
151,SKU-0151,Beauty Product 0151,Beauty,36.91,105.45,0.131,B,3,2023-01-01
152,SKU-0152,Electronics Product 0152,Electronics,278.92,507.12,1.018,C,11,2023-01-01
153,SKU-0153,Clothing Product 0153,Clothing,43.83,109.58,0.508,C,4,2023-01-01
154,SKU-0154,Sports Product 0154,Sports,132.1,264.21,1.487,C,11,2023-01-01
155,SKU-0155,Electronics Product 0155,Electronics,398.3,724.18,1.217,B,5,2023-01-01
156,SKU-0156,Beauty Product 0156,Beauty,11.24,32.12,0.249,B,6,2023-01-01
157,SKU-0157,Beauty Product 0157,Beauty,18.16,51.88,0.483,B,12,2023-01-01
158,SKU-0158,Home & Garden Product 0158,Home & Garden,65.34,145.2,1.65,A,7,2023-01-01
159,SKU-0159,Sports Product 0159,Sports,32.49,64.99,1.268,A,6,2023-01-01
160,SKU-0160,Beauty Product 0160,Beauty,18.0,51.42,0.365,B,1,2023-01-01
161,SKU-0161,Sports Product 0161,Sports,63.97,127.93,1.785,C,11,2023-01-01
162,SKU-0162,Electronics Product 0162,Electronics,403.13,732.96,1.888,A,14,2023-01-01
163,SKU-0163,Home & Garden Product 0163,Home & Garden,106.24,236.09,1.305,C,13,2023-01-01
164,SKU-0164,Home & Garden Product 0164,Home & Garden,34.84,77.42,1.113,C,5,2023-01-01
165,SKU-0165,Clothing Product 0165,Clothing,53.23,133.08,0.732,C,11,2023-01-01
166,SKU-0166,Electronics Product 0166,Electronics,154.94,281.7,1.158,C,10,2023-01-01
167,SKU-0167,Home & Garden Product 0167,Home & Garden,100.67,223.72,0.633,B,5,2023-01-01
168,SKU-0168,Home & Garden Product 0168,Home & Garden,102.61,228.03,1.043,A,3,2023-01-01
169,SKU-0169,Beauty Product 0169,Beauty,46.44,132.7,0.215,A,9,2023-01-01
170,SKU-0170,Home & Garden Product 0170,Home & Garden,113.26,251.68,1.433,B,14,2023-01-01
171,SKU-0171,Sports Product 0171,Sports,193.88,387.77,1.026,B,14,2023-01-01
172,SKU-0172,Home & Garden Product 0172,Home & Garden,109.89,244.21,2.448,B,2,2023-01-01
173,SKU-0173,Clothing Product 0173,Clothing,62.3,155.75,0.258,C,11,2023-01-01
174,SKU-0174,Sports Product 0174,Sports,193.87,387.73,2.453,B,6,2023-01-01
175,SKU-0175,Electronics Product 0175,Electronics,353.66,643.01,0.133,C,9,2023-01-01
176,SKU-0176,Electronics Product 0176,Electronics,215.1,391.09,1.715,B,11,2023-01-01
177,SKU-0177,Home & Garden Product 0177,Home & Garden,81.72,181.6,4.148,B,6,2023-01-01
178,SKU-0178,Electronics Product 0178,Electronics,305.87,556.13,1.232,C,10,2023-01-01
179,SKU-0179,Beauty Product 0179,Beauty,19.57,55.92,0.325,C,11,2023-01-01
180,SKU-0180,Electronics Product 0180,Electronics,289.6,526.55,1.214,C,12,2023-01-01
181,SKU-0181,Home & Garden Product 0181,Home & Garden,90.01,200.03,0.76,C,1,2023-01-01
182,SKU-0182,Electronics Product 0182,Electronics,153.05,278.27,1.282,B,2,2023-01-01
183,SKU-0183,Clothing Product 0183,Clothing,71.88,179.71,0.195,C,8,2023-01-01
184,SKU-0184,Home & Garden Product 0184,Home & Garden,92.74,206.09,3.767,B,9,2023-01-01
185,SKU-0185,Sports Product 0185,Sports,122.62,245.25,2.234,C,15,2023-01-01
186,SKU-0186,Sports Product 0186,Sports,135.3,270.6,2.534,B,10,2023-01-01
187,SKU-0187,Sports Product 0187,Sports,188.57,377.14,0.983,C,12,2023-01-01
188,SKU-0188,Home & Garden Product 0188,Home & Garden,34.61,76.92,2.335,C,4,2023-01-01
189,SKU-0189,Home & Garden Product 0189,Home & Garden,19.49,43.32,3.491,A,9,2023-01-01
190,SKU-0190,Home & Garden Product 0190,Home & Garden,14.52,32.26,1.524,A,2,2023-01-01
191,SKU-0191,Sports Product 0191,Sports,29.69,59.38,0.794,A,11,2023-01-01
192,SKU-0192,Beauty Product 0192,Beauty,51.08,145.95,0.073,B,6,2023-01-01
193,SKU-0193,Clothing Product 0193,Clothing,79.2,197.99,0.651,B,4,2023-01-01
194,SKU-0194,Electronics Product 0194,Electronics,369.8,672.36,1.43,C,10,2023-01-01
195,SKU-0195,Clothing Product 0195,Clothing,66.54,166.35,0.263,C,13,2023-01-01
196,SKU-0196,Clothing Product 0196,Clothing,64.78,161.96,0.517,C,5,2023-01-01
197,SKU-0197,Clothing Product 0197,Clothing,79.1,197.75,0.478,C,13,2023-01-01
198,SKU-0198,Clothing Product 0198,Clothing,15.92,39.79,0.707,B,3,2023-01-01
199,SKU-0199,Electronics Product 0199,Electronics,175.27,318.68,1.992,B,10,2023-01-01
200,SKU-0200,Home & Garden Product 0200,Home & Garden,8.78,19.5,1.474,C,3,2023-01-01
201,SKU-0201,Sports Product 0201,Sports,111.14,222.28,2.288,C,8,2023-01-01
202,SKU-0202,Sports Product 0202,Sports,158.38,316.76,1.637,C,2,2023-01-01
203,SKU-0203,Sports Product 0203,Sports,106.97,213.94,2.847,B,1,2023-01-01
204,SKU-0204,Beauty Product 0204,Beauty,18.28,52.23,0.34,C,1,2023-01-01
205,SKU-0205,Electronics Product 0205,Electronics,439.42,798.94,2.134,B,7,2023-01-01
206,SKU-0206,Electronics Product 0206,Electronics,229.74,417.7,2.283,C,2,2023-01-01
207,SKU-0207,Electronics Product 0207,Electronics,160.37,291.58,0.456,A,3,2023-01-01
208,SKU-0208,Home & Garden Product 0208,Home & Garden,86.82,192.93,3.01,C,12,2023-01-01
209,SKU-0209,Home & Garden Product 0209,Home & Garden,55.6,123.56,3.067,A,5,2023-01-01
210,SKU-0210,Sports Product 0210,Sports,107.29,214.58,1.405,C,13,2023-01-01
211,SKU-0211,Electronics Product 0211,Electronics,379.27,689.59,1.662,A,13,2023-01-01
212,SKU-0212,Beauty Product 0212,Beauty,38.82,110.92,0.147,B,8,2023-01-01
213,SKU-0213,Clothing Product 0213,Clothing,37.8,94.49,0.679,C,7,2023-01-01
214,SKU-0214,Sports Product 0214,Sports,149.3,298.6,1.075,C,6,2023-01-01
215,SKU-0215,Home & Garden Product 0215,Home & Garden,54.76,121.68,0.933,C,15,2023-01-01
216,SKU-0216,Sports Product 0216,Sports,25.09,50.17,2.529,B,2,2023-01-01
217,SKU-0217,Sports Product 0217,Sports,30.61,61.21,2.269,B,13,2023-01-01
218,SKU-0218,Clothing Product 0218,Clothing,48.06,120.15,0.511,B,9,2023-01-01
219,SKU-0219,Beauty Product 0219,Beauty,19.65,56.15,0.105,C,6,2023-01-01
220,SKU-0220,Sports Product 0220,Sports,175.26,350.53,2.219,C,5,2023-01-01
221,SKU-0221,Beauty Product 0221,Beauty,18.81,53.74,0.097,C,9,2023-01-01
222,SKU-0222,Clothing Product 0222,Clothing,19.14,47.85,0.438,C,14,2023-01-01
223,SKU-0223,Electronics Product 0223,Electronics,171.92,312.59,1.435,B,2,2023-01-01
224,SKU-0224,Home & Garden Product 0224,Home & Garden,80.38,178.62,4.075,C,14,2023-01-01
225,SKU-0225,Beauty Product 0225,Beauty,51.25,146.44,0.418,A,10,2023-01-01
226,SKU-0226,Beauty Product 0226,Beauty,4.79,13.68,0.468,C,14,2023-01-01
227,SKU-0227,Home & Garden Product 0227,Home & Garden,10.46,23.25,1.512,C,13,2023-01-01
228,SKU-0228,Home & Garden Product 0228,Home & Garden,124.94,277.64,1.885,C,3,2023-01-01
229,SKU-0229,Clothing Product 0229,Clothing,48.78,121.94,0.381,A,3,2023-01-01
230,SKU-0230,Electronics Product 0230,Electronics,65.35,118.82,1.373,C,7,2023-01-01
231,SKU-0231,Sports Product 0231,Sports,97.56,195.12,0.641,B,5,2023-01-01
232,SKU-0232,Home & Garden Product 0232,Home & Garden,106.38,236.4,2.924,C,2,2023-01-01
233,SKU-0233,Electronics Product 0233,Electronics,91.67,166.68,1.911,C,1,2023-01-01
234,SKU-0234,Electronics Product 0234,Electronics,139.74,254.08,1.689,C,8,2023-01-01
235,SKU-0235,Beauty Product 0235,Beauty,25.16,71.89,0.173,B,13,2023-01-01
236,SKU-0236,Beauty Product 0236,Beauty,9.08,25.93,0.243,A,5,2023-01-01
237,SKU-0237,Beauty Product 0237,Beauty,27.35,78.13,0.35,A,1,2023-01-01
238,SKU-0238,Clothing Product 0238,Clothing,36.46,91.15,0.52,B,1,2023-01-01
239,SKU-0239,Clothing Product 0239,Clothing,29.7,74.26,0.248,B,3,2023-01-01
240,SKU-0240,Home & Garden Product 0240,Home & Garden,43.87,97.49,0.776,B,8,2023-01-01
241,SKU-0241,Sports Product 0241,Sports,45.45,90.89,1.265,C,12,2023-01-01
242,SKU-0242,Clothing Product 0242,Clothing,44.02,110.05,0.683,C,13,2023-01-01
243,SKU-0243,Home & Garden Product 0243,Home & Garden,15.99,35.54,4.336,B,1,2023-01-01
244,SKU-0244,Sports Product 0244,Sports,16.02,32.03,2.779,C,14,2023-01-01
245,SKU-0245,Home & Garden Product 0245,Home & Garden,80.59,179.09,2.952,C,12,2023-01-01
246,SKU-0246,Sports Product 0246,Sports,66.78,133.57,1.334,A,6,2023-01-01
247,SKU-0247,Clothing Product 0247,Clothing,65.7,164.24,0.533,A,14,2023-01-01
248,SKU-0248,Home & Garden Product 0248,Home & Garden,18.05,40.12,4.254,B,4,2023-01-01
249,SKU-0249,Sports Product 0249,Sports,122.92,245.83,1.667,C,7,2023-01-01
250,SKU-0250,Home & Garden Product 0250,Home & Garden,102.4,227.55,1.264,C,13,2023-01-01
251,SKU-0251,Clothing Product 0251,Clothing,13.5,33.75,0.543,C,9,2023-01-01
252,SKU-0252,Beauty Product 0252,Beauty,13.0,37.15,0.399,B,6,2023-01-01
253,SKU-0253,Clothing Product 0253,Clothing,25.01,62.53,0.203,A,4,2023-01-01
254,SKU-0254,Clothing Product 0254,Clothing,51.37,128.43,0.632,C,11,2023-01-01
255,SKU-0255,Electronics Product 0255,Electronics,100.57,182.86,1.955,B,8,2023-01-01
256,SKU-0256,Sports Product 0256,Sports,153.96,307.92,2.328,C,8,2023-01-01
257,SKU-0257,Beauty Product 0257,Beauty,35.01,100.02,0.494,C,6,2023-01-01
258,SKU-0258,Home & Garden Product 0258,Home & Garden,26.11,58.02,0.528,C,8,2023-01-01
259,SKU-0259,Home & Garden Product 0259,Home & Garden,108.88,241.95,3.039,A,6,2023-01-01
260,SKU-0260,Beauty Product 0260,Beauty,7.14,20.39,0.258,C,1,2023-01-01
261,SKU-0261,Electronics Product 0261,Electronics,179.6,326.55,0.789,C,11,2023-01-01
262,SKU-0262,Electronics Product 0262,Electronics,281.19,511.26,1.317,B,8,2023-01-01
263,SKU-0263,Beauty Product 0263,Beauty,30.66,87.6,0.406,C,15,2023-01-01
264,SKU-0264,Electronics Product 0264,Electronics,213.02,387.3,2.044,C,11,2023-01-01
265,SKU-0265,Clothing Product 0265,Clothing,31.15,77.87,0.433,B,3,2023-01-01
266,SKU-0266,Electronics Product 0266,Electronics,213.34,387.89,2.046,A,14,2023-01-01
267,SKU-0267,Home & Garden Product 0267,Home & Garden,132.74,294.98,0.605,C,11,2023-01-01
268,SKU-0268,Clothing Product 0268,Clothing,10.82,27.05,0.595,B,8,2023-01-01
269,SKU-0269,Beauty Product 0269,Beauty,29.11,83.18,0.121,A,6,2023-01-01
270,SKU-0270,Home & Garden Product 0270,Home & Garden,56.43,125.41,3.917,A,11,2023-01-01
271,SKU-0271,Beauty Product 0271,Beauty,6.07,17.33,0.334,A,6,2023-01-01
272,SKU-0272,Electronics Product 0272,Electronics,163.5,297.27,1.439,C,7,2023-01-01
273,SKU-0273,Home & Garden Product 0273,Home & Garden,39.07,86.82,4.288,B,15,2023-01-01
274,SKU-0274,Beauty Product 0274,Beauty,46.29,132.26,0.2,C,10,2023-01-01
275,SKU-0275,Clothing Product 0275,Clothing,74.0,185.01,0.317,C,11,2023-01-01
276,SKU-0276,Sports Product 0276,Sports,36.68,73.36,2.185,B,2,2023-01-01
277,SKU-0277,Home & Garden Product 0277,Home & Garden,78.43,174.29,3.289,C,6,2023-01-01
278,SKU-0278,Clothing Product 0278,Clothing,56.25,140.62,0.68,A,12,2023-01-01
279,SKU-0279,Beauty Product 0279,Beauty,8.08,23.08,0.352,A,9,2023-01-01
280,SKU-0280,Home & Garden Product 0280,Home & Garden,9.09,20.2,1.683,B,4,2023-01-01
281,SKU-0281,Home & Garden Product 0281,Home & Garden,128.29,285.09,2.534,C,4,2023-01-01
282,SKU-0282,Clothing Product 0282,Clothing,19.16,47.89,0.307,B,13,2023-01-01
283,SKU-0283,Electronics Product 0283,Electronics,236.92,430.77,1.395,B,12,2023-01-01
284,SKU-0284,Beauty Product 0284,Beauty,5.35,15.28,0.202,A,13,2023-01-01
285,SKU-0285,Beauty Product 0285,Beauty,9.92,28.35,0.22,C,3,2023-01-01
286,SKU-0286,Clothing Product 0286,Clothing,67.86,169.64,0.64,B,13,2023-01-01
287,SKU-0287,Clothing Product 0287,Clothing,59.92,149.81,0.131,C,6,2023-01-01
288,SKU-0288,Clothing Product 0288,Clothing,77.81,194.53,0.527,C,13,2023-01-01
289,SKU-0289,Sports Product 0289,Sports,56.38,112.75,0.87,B,13,2023-01-01
290,SKU-0290,Sports Product 0290,Sports,182.0,363.99,0.743,C,11,2023-01-01
291,SKU-0291,Beauty Product 0291,Beauty,51.74,147.82,0.258,C,5,2023-01-01
292,SKU-0292,Sports Product 0292,Sports,106.8,213.59,1.372,B,3,2023-01-01
293,SKU-0293,Clothing Product 0293,Clothing,65.69,164.23,0.197,C,5,2023-01-01
